Name,Description,Category,Price,Tags,Dietary_Info,Standard_Category
Chatpate Achari Aloo,Chatpate Achari Aloo is a  item priced at Rs 299.,,Rs 299,,Unknown,Uncategorized
Cheese wali Loaded Pav Bhaji,Cheese wali Loaded Pav Bhaji is a  item priced at Rs 299.,,Rs 299,,Vegetarian,Uncategorized
Cheesy Aloo wala Bread Pakoda,Cheesy Aloo wala Bread Pakoda is a  item priced at Rs 179.,,Rs 179,,Unknown,Uncategorized
Chicken Curry,Chicken Curry is a delicious chicken dish priced at Rs 299.,,Rs 299,,Non-Vegetarian,Uncategorized
Chicken Hakka Noodles,Chicken Hakka Noodles is a delicious chicken dish priced at Rs 279.,,Rs 279,,Non-Vegetarian,Uncategorized
Chicken Hot Garlic,Chicken Hot Garlic is a delicious chicken dish priced at Rs 299.,,Rs 299,,Non-Vegetarian,Uncategorized
Chicken Soup,Chicken Soup is a delicious chicken dish priced at Rs 349.,,Rs 349,,Non-Vegetarian,Uncategorized
Chicken Tikka Biryani,Chicken Tikka Biryani is a delicious chicken dish priced at Rs 449.,,Rs 449,,Non-Vegetarian,Uncategorized
Chicken Tikka Masala,Chicken Tikka Masala is a delicious chicken dish priced at Rs 299.,,Rs 299,,Non-Vegetarian,Uncategorized
Chicken Tikka Masala Pav,Chicken Tikka Masala Pav is a delicious chicken dish priced at Rs 199.,,Rs 199,,Non-Vegetarian,Uncategorized
Chicken Tikka Tandoori,Chicken Tikka Tandoori is a delicious chicken dish priced at Rs 499.,,Rs 499,,Non-Vegetarian,Uncategorized
Chicken Tikka Tawa Masala,Chicken Tikka Tawa Masala is a delicious chicken dish priced at Rs 499.,,Rs 499,,Non-Vegetarian,Uncategorized
Chilli Basil,Chilli Basil is a  item priced at Rs 299.,,Rs 299,,Unknown,Uncategorized
Chilli Basil Fish,Chilli Basil Fish is a  item priced at Rs 799.,,Rs 799,,Non-Vegetarian,Uncategorized
Chilli Chicken Gravy,Chilli Chicken Gravy is a delicious chicken dish priced at Rs 299.,,Rs 299,,Non-Vegetarian,Uncategorized
Chilli Garlic Cheese Bread Pakoda,Chilli Garlic Cheese Bread Pakoda is a  item priced at Rs 179.,,Rs 179,SPICY,Vegetarian,Uncategorized
Chilli Garlic Chicken Momo,Chilli Garlic Chicken Momo is a delicious chicken dish priced at Rs 299.,,Rs 299,SPICY,Non-Vegetarian,Uncategorized
Chilli Garlic Noodles,Chilli Garlic Noodles is a  item priced at Rs 299.,,Rs 299,,Unknown,Uncategorized
Chilli Garlic Veg Momo,Chilli Garlic Veg Momo is a  item priced at Rs 249.,,Rs 249,SPICY,Vegetarian,Uncategorized
Chilli Paneer Gravy,Chilli Paneer Gravy is a classic Indian vegetarian dish priced at Rs 299.,,Rs 299,,Vegetarian,Uncategorized
Chinese Party Box [NV],Chinese Party Box [NV] is a  item priced at Rs 1199.,,Rs 1199,,Unknown,Uncategorized
Chinese Party Box [Veg],Chinese Party Box [Veg] is a  item priced at Rs 799.,,Rs 799,,Vegetarian,Uncategorized
Chotu Bhaiya ka Palak Paneer,Chotu Bhaiya ka Palak Paneer is a classic Indian vegetarian dish priced at Rs 199.,,Rs 199,,Vegetarian,Uncategorized
Chotu's Diet Butter Chicken,Chotu's Diet Butter Chicken is a delicious chicken dish priced at Rs 299.,,Rs 299,,Non-Vegetarian,Uncategorized
Chotu's Diet Paneer Makhani,Chotu's Diet Paneer Makhani is a classic Indian vegetarian dish priced at Rs 249.,,Rs 249,,Vegetarian,Uncategorized
Chotu's Extra Buttery Mumbai Pav Bhaji,Chotu's Extra Buttery Mumbai Pav Bhaji is a  item priced at Rs 349.,,Rs 349,,Unknown,Uncategorized
Chotu's Guilt Free Light Pav Bhaji,Chotu's Guilt Free Light Pav Bhaji is a  item priced at Rs 259.,,Rs 259,,Unknown,Uncategorized
Chowmein [chicken],Chowmein [chicken] is a delicious chicken dish priced at Rs 279.,,Rs 279,,Non-Vegetarian,Uncategorized
Chowmein [veg],Chowmein [veg] is a  item priced at Rs 249.,,Rs 249,BESTSELLER,Vegetarian,Uncategorized
Classic Garlic Bread with Cheese,Classic Garlic Bread with Cheese is a  item priced at Rs 149.,,Rs 149,,Vegetarian,Uncategorized
Corn Seekh,Corn Seekh is a  item priced at Rs 329.,,Rs 329,,Unknown,Uncategorized
Cream of Mushroom Soup,Cream of Mushroom Soup is a  item priced at Rs 299.,,Rs 299,,Vegetarian,Uncategorized
Creamy White Sauce Pasta [veg],Creamy White Sauce Pasta [veg] is a  item priced at Rs 399.,,Rs 399,,Vegetarian,Uncategorized
Cripsy Salt n Pepper Corn,Cripsy Salt n Pepper Corn is a  item priced at Rs 279.,,Rs 279,,Unknown,Uncategorized
Crispy Chilli Cauliflower,Crispy Chilli Cauliflower is a  item priced at Rs 269.,,Rs 269,,Unknown,Uncategorized
Crispy Chilli Prawns,Crispy Chilli Prawns is a  item priced at Rs 899.,,Rs 899,,Non-Vegetarian,Uncategorized
Crystal Chicken Dumpling,Crystal Chicken Dumpling is a delicious chicken dish priced at Rs 329.,,Rs 329,,Non-Vegetarian,Uncategorized
Dabeli,Dabeli is a  item priced at Rs 99.,,Rs 99,BESTSELLER,Unknown,Uncategorized
Dahi ke Sholey,Dahi ke Sholey is a  item priced at Rs 329.,,Rs 329,,Unknown,Uncategorized
Dal Fry,Dal Fry is a  item priced at Rs 299.,,Rs 299,,Vegetarian,Uncategorized
Dal Fry Double Tadka,Dal Fry Double Tadka is a  item priced at Rs 299.,,Rs 299,,Vegetarian,Uncategorized
Dal Fry Khichdi,Dal Fry Khichdi is a  item priced at Rs 229.,,Rs 229,,Vegetarian,Uncategorized
Dal Makhani,Dal Makhani is a  item priced at Rs 329.,,Rs 329,,Vegetarian,Uncategorized
Dal Makhani Double Tadka,Dal Makhani Double Tadka is a  item priced at Rs 329.,,Rs 329,,Vegetarian,Uncategorized
