Name,Description,Category,Price,Tags,Dietary_Info,Standard_Category
Plain Naan,Plain Naan is a  item priced at Rs 59.,,Rs 59,,Unknown,Uncategorized
Plain Roomali,Plain Roomali is a  item priced at Rs 59.,,Rs 59,,Unknown,Uncategorized
Prawns Butter Garlic,Prawns Butter Garlic is a  item priced at Rs 899.,,Rs 899,,Non-Vegetarian,Uncategorized
Prawns Hot Garlic,Prawns Hot Garlic is a  item priced at Rs 899.,,Rs 899,,Non-Vegetarian,Uncategorized
Ragi Vada Pav,Ragi Vada Pav is a  item priced at Rs 99.,,Rs 99,,Unknown,Uncategorized
Raita Garlic - 250ml,Raita Garlic - 250ml is a  item priced at Rs 99.,,Rs 99,,Unknown,Uncategorized
Raita Plain - 250ml,Raita Plain - 250ml is a  item priced at Rs 79.,,Rs 79,,Unknown,Uncategorized
Rajma Chawal for Two [special offer],Rajma Chawal for Two [special offer] is a  item priced at Rs 379.,,Rs 379,SPICY,Unknown,Uncategorized
Rarha Meat,Rarha Meat is a  item priced at Rs 599.,,Rs 599,,Unknown,Uncategorized
Raste ka Aloo wala Bread Pakoda,Raste ka Aloo wala Bread Pakoda is a  item priced at Rs 129.,,Rs 129,,Unknown,Uncategorized
Red Sauce Pasta [veg],Red Sauce Pasta [veg] is a  item priced at Rs 399.,,Rs 399,,Vegetarian,Uncategorized
Restaurant wala Butter Chicken,Restaurant wala Butter Chicken is a delicious chicken dish priced at Rs 299.,,Rs 299,,Non-Vegetarian,Uncategorized
Restaurant wala Paneer Makhani,Restaurant wala Paneer Makhani is a classic Indian vegetarian dish priced at Rs 259.,,Rs 259,,Vegetarian,Uncategorized
Rosy Aunty ke Veg Momo,Rosy Aunty ke Veg Momo is a  item priced at Rs 199.,,Rs 199,,Vegetarian,Uncategorized
Schezwan Fried Rice,Schezwan Fried Rice is a  item priced at Rs 249.,,Rs 249,,Unknown,Uncategorized
Shahi Tukra,Shahi Tukra is a  item priced at Rs 229.,,Rs 229,,Unknown,Uncategorized
Shredded Chicken Butter Garlic,Shredded Chicken Butter Garlic is a delicious chicken dish priced at Rs 299.,,Rs 299,,Non-Vegetarian,Uncategorized
Sirka Pyaz,Sirka Pyaz is a  item priced at Rs 15.,,Rs 15,,Unknown,Uncategorized
Steamed Basmati Rice,Steamed Basmati Rice is a  item priced at Rs 179.,,Rs 179,,Unknown,Uncategorized
Steamed Rice,Steamed Rice is a  item priced at Rs 179.,,Rs 179,,Unknown,Uncategorized
Stir Fry in Black Pepper Sauce,Stir Fry in Black Pepper Sauce is a  item priced at Rs 299.,,Rs 299,,Unknown,Uncategorized
Stir Fry in Oyster Sauce [non-veg],Stir Fry in Oyster Sauce [non-veg] is a  item priced at Rs 399.,,Rs 399,,Vegetarian,Uncategorized
Stir Fry in Oyster Sauce [veg],Stir Fry in Oyster Sauce [veg] is a  item priced at Rs 299.,,Rs 299,,Vegetarian,Uncategorized
Stir Fry in Szechwan Sauce,Stir Fry in Szechwan Sauce is a  item priced at Rs 299.,,Rs 299,,Unknown,Uncategorized
Sunday waali Mutton Curry,Sunday waali Mutton Curry is a  item priced at Rs 429.,,Rs 429,,Non-Vegetarian,Uncategorized
Sunday waali Mutton Curry aur Chawal,Sunday waali Mutton Curry aur Chawal is a  item priced at Rs 449.,,Rs 449,,Non-Vegetarian,Uncategorized
Sweet Corn Soup,Sweet Corn Soup is a  item priced at Rs 249.,,Rs 249,,Unknown,Uncategorized
Tandoori Chaap [soya],Tandoori Chaap [soya] is a  item priced at Rs 329.,,Rs 329,,Unknown,Uncategorized
Tandoori Chicken,Tandoori Chicken is a delicious chicken dish priced at Rs 399.,,Rs 399,SPICY,Non-Vegetarian,Uncategorized
Tandoori Lollipop,Tandoori Lollipop is a  item priced at Rs 299.,,Rs 299,SPICY,Unknown,Uncategorized
Tandoori Malai Chaap [soya],Tandoori Malai Chaap [soya] is a  item priced at Rs 329.,,Rs 329,,Unknown,Uncategorized
Tandoori Prawns,Tandoori Prawns is a  item priced at Rs 899.,,Rs 899,,Non-Vegetarian,Uncategorized
Tandoori Roti,Tandoori Roti is a  item priced at Rs 44.,,Rs 44,,Unknown,Uncategorized
Tandoori Stuffed Mushrooms,Tandoori Stuffed Mushrooms is a  item priced at Rs 329.,,Rs 329,,Vegetarian,Uncategorized
Tarri waala Chicken and Chawal,Tarri waala Chicken and Chawal is a delicious chicken dish priced at Rs 299.,,Rs 299,,Non-Vegetarian,Uncategorized
Tawa Anda Masala,Tawa Anda Masala is a  item priced at Rs 299.,,Rs 299,,Unknown,Uncategorized
Tawa Keema Masala,Tawa Keema Masala is a  item priced at Rs 699.,,Rs 699,,Unknown,Uncategorized
Tawa Masala Chaap,Tawa Masala Chaap is a  item priced at Rs 299.,,Rs 299,,Unknown,Uncategorized
Tawa Mushroom Masala,Tawa Mushroom Masala is a  item priced at Rs 299.,,Rs 299,,Vegetarian,Uncategorized
Thai Green Curry,Thai Green Curry is a  item priced at Rs 449.,,Rs 449,,Unknown,Uncategorized
Thai Red Curry,Thai Red Curry is a  item priced at Rs 449.,,Rs 449,,Unknown,Uncategorized
Three Dozen Vada Pav Sliders!,Three Dozen Vada Pav Sliders! is a  item priced at Rs 1199.,,Rs 1199,,Unknown,Uncategorized
Tiranga Paneer Bread Pakoda,Tiranga Paneer Bread Pakoda is a classic Indian vegetarian dish priced at Rs 229.,,Rs 229,,Vegetarian,Uncategorized
Titu Paaji da Keema Mattar,Titu Paaji da Keema Mattar is a  item priced at Rs 349.,,Rs 349,,Unknown,Uncategorized
Triple Szechwan,Triple Szechwan is a  item priced at Rs 349.,,Rs 349,,Unknown,Uncategorized
Two Dozen Vada Pav Sliders!,Two Dozen Vada Pav Sliders! is a  item priced at Rs 799.,,Rs 799,,Unknown,Uncategorized
Two Galouti Pav,Two Galouti Pav is a  item priced at Rs 399.,,Rs 399,,Unknown,Uncategorized
Two Vada Pav,Two Vada Pav is a  item priced at Rs 149.,,Rs 149,"SPICY, BESTSELLER",Unknown,Uncategorized
Vada Pav,Vada Pav is a  item priced at Rs 79.,,Rs 79,"SPICY, BESTSELLER",Unknown,Uncategorized
Veg Biryani,Veg Biryani is a  item priced at Rs 349.,,Rs 349,,Vegetarian,Uncategorized
Veg Butter Garlic,Veg Butter Garlic is a  item priced at Rs 249.,,Rs 249,,Vegetarian,Uncategorized
Veg Manchurian [gravy],Veg Manchurian [gravy] is a  item priced at Rs 249.,,Rs 249,,Vegetarian,Uncategorized
Veg Spring Rolls,Veg Spring Rolls is a  item priced at Rs 299.,,Rs 299,,Vegetarian,Uncategorized
Veggies Hot Garlic,Veggies Hot Garlic is a  item priced at Rs 249.,,Rs 249,,Non-Vegetarian,Uncategorized
