Name,Description,Category,Price,Tags,Dietary_Info,Standard_Category
"Jamming Lamb Burger, Mint Mayo","Jamming Lamb Burger, Mint Mayo is a  item priced at Rs 515.",,Rs 515,,Non-Vegetarian,Uncategorized
Jamming Maguro Sushi,Jamming Maguro Sushi is a  item priced at Rs 475.,,Rs 475,,Unknown,Uncategorized
Jamming Mutton Biryani With Cucumber Pachdi,Jamming Mutton Biryani With Cucumber Pachdi is a  item priced at Rs 525.,,Rs 525,,Non-Vegetarian,Uncategorized
Jamming Mutton Sukka,Jamming Mutton Sukka is a  item priced at Rs 475.,,Rs 475,,Non-Vegetarian,Uncategorized
Jeera Rice,Jeera Rice is a  item priced at Rs 145.,,Rs 145,,Unknown,Uncategorized
Kadhai Paneer,Kadhai Paneer is a classic Indian vegetarian dish priced at Rs 375.,,Rs 375,,Vegetarian,Uncategorized
Kadhai Paneer And Dal Tadka Meal Box,Kadhai Paneer And Dal Tadka Meal Box is a classic Indian vegetarian dish priced at Rs 365.,,Rs 365,,Vegetarian,Uncategorized
"Kasundi Fish Tikka, Tobiko","Kasundi Fish Tikka, Tobiko is a  item priced at Rs 475.",,Rs 475,,Non-Vegetarian,Uncategorized
"Katshu Chicken Burger, Coleslaw, Japanese Hot Sauce","Katshu Chicken Burger, Coleslaw, Japanese Hot Sauce is a delicious chicken dish priced at Rs 495.",,Rs 495,,Non-Vegetarian,Uncategorized
Kiwi And Rocket Maki Sushi,Kiwi And Rocket Maki Sushi is a  item priced at Rs 345.,,Rs 345,,Unknown,Uncategorized
Korean Chicken Kimbap Sushi,Korean Chicken Kimbap Sushi is a delicious chicken dish priced at Rs 395.,,Rs 395,,Non-Vegetarian,Uncategorized
Kung Pao Chicken,Kung Pao Chicken is a delicious chicken dish priced at Rs 425.,,Rs 425,,Non-Vegetarian,Uncategorized
Kung Pao Chicken Rice Bowl,Kung Pao Chicken Rice Bowl is a delicious chicken dish priced at Rs 345.,,Rs 345,,Non-Vegetarian,Uncategorized
Lachcha Paratha,Lachcha Paratha is a  item priced at Rs 115.,,Rs 115,,Unknown,Uncategorized
Madras Chicken Curry And Biryani Meal Box,Madras Chicken Curry And Biryani Meal Box is a delicious chicken dish priced at Rs 395.,,Rs 395,,Non-Vegetarian,Uncategorized
Malabar Paratha,Malabar Paratha is a  item priced at Rs 115.,,Rs 115,,Unknown,Uncategorized
Mangolian Chicken And Veg Hakka Noddles Meal Box,Mangolian Chicken And Veg Hakka Noddles Meal Box is a delicious chicken dish priced at Rs 395.,,Rs 395,,Non-Vegetarian,Uncategorized
Mangolian Chicken Rice Bowl,Mangolian Chicken Rice Bowl is a delicious chicken dish priced at Rs 345.,,Rs 345,,Non-Vegetarian,Uncategorized
Matar Mushroom Masala And Dal Makhni Meal Box,Matar Mushroom Masala And Dal Makhni Meal Box is a  item priced at Rs 365.,,Rs 365,,Vegetarian,Uncategorized
Mexican Rice,Mexican Rice is a  item priced at Rs 175.,,Rs 175,,Unknown,Uncategorized
Moong Dal Halwa,Moong Dal Halwa is a  item priced at Rs 110.,,Rs 110,,Vegetarian,Uncategorized
"Murg Malai Tikka, Siracha Mayo","Murg Malai Tikka, Siracha Mayo is a  item priced at Rs 435.",,Rs 435,,Unknown,Uncategorized
Mushroom Chettinad,Mushroom Chettinad is a  item priced at Rs 375.,,Rs 375,,Vegetarian,Uncategorized
Naan,Naan is a  item priced at Rs 95.,,Rs 95,,Unknown,Uncategorized
Naga Chilli Pork,Naga Chilli Pork is a  item priced at Rs 525.,,Rs 525,,Non-Vegetarian,Uncategorized
Onion Ghee Pulao,Onion Ghee Pulao is a  item priced at Rs 175.,,Rs 175,,Unknown,Uncategorized
Pahadi Mutton Rara,Pahadi Mutton Rara is a  item priced at Rs 525.,,Rs 525,,Non-Vegetarian,Uncategorized
Paneer And Mushroom Ghee Roast,Paneer And Mushroom Ghee Roast is a classic Indian vegetarian dish priced at Rs 315.,,Rs 315,,Vegetarian,Uncategorized
Paneer Butter Masala,Paneer Butter Masala is a classic Indian vegetarian dish priced at Rs 375.,,Rs 375,,Vegetarian,Uncategorized
Paneer Butter Masala And Biryani Meal Box,Paneer Butter Masala And Biryani Meal Box is a classic Indian vegetarian dish priced at Rs 365.,,Rs 365,,Vegetarian,Uncategorized
"Pepper Chicken Sushi, Spicy Siracha Mayo","Pepper Chicken Sushi, Spicy Siracha Mayo is a delicious chicken dish priced at Rs 395.",,Rs 395,,Non-Vegetarian,Uncategorized
Pindi Chole Rice Bowl,Pindi Chole Rice Bowl is a  item priced at Rs 275.,,Rs 275,,Unknown,Uncategorized
Prawns Burnt Garlic Fried Rice,Prawns Burnt Garlic Fried Rice is a  item priced at Rs 375.,,Rs 375,,Non-Vegetarian,Uncategorized
Punjabi Rajma Rice Bowl,Punjabi Rajma Rice Bowl is a  item priced at Rs 275.,,Rs 275,,Unknown,Uncategorized
Rajasthani Laal Maas,Rajasthani Laal Maas is a  item priced at Rs 525.,,Rs 525,,Unknown,Uncategorized
"Rasmalai, Saffron Milk","Rasmalai, Saffron Milk is a  item priced at Rs 75.",,Rs 75,,Unknown,Uncategorized
"Raw Mango Fish Tikka, Raw Mango Chutney","Raw Mango Fish Tikka, Raw Mango Chutney is a  item priced at Rs 475.",,Rs 475,,Non-Vegetarian,Uncategorized
"Rechado Chicken Tikka, Charcol Aioli","Rechado Chicken Tikka, Charcol Aioli is a delicious chicken dish priced at Rs 435.",,Rs 435,,Non-Vegetarian,Uncategorized
Roti,Roti is a  item priced at Rs 75.,,Rs 75,,Unknown,Uncategorized
Salmon Rainbow Maki Sushi,Salmon Rainbow Maki Sushi is a  item priced at Rs 475.,,Rs 475,,Unknown,Uncategorized
Schezwan Chilli Paneer,Schezwan Chilli Paneer is a classic Indian vegetarian dish priced at Rs 315.,,Rs 315,,Vegetarian,Uncategorized
"Shrooms & Herbs Burger, Chimichuri, Truffle Mayo","Shrooms & Herbs Burger, Chimichuri, Truffle Mayo is a  item priced at Rs 475.",,Rs 475,,Unknown,Uncategorized
"Smoked Mexican Black Bean Burger, Pico De Galo","Smoked Mexican Black Bean Burger, Pico De Galo is a  item priced at Rs 445.",,Rs 445,,Unknown,Uncategorized
Spicy Mushroom Sushi,Spicy Mushroom Sushi is a  item priced at Rs 395.,,Rs 395,,Vegetarian,Uncategorized
Spicy Tofu And Avacado Sushi,Spicy Tofu And Avacado Sushi is a  item priced at Rs 375.,,Rs 375,,Vegetarian,Uncategorized
Steamed Rice,Steamed Rice is a  item priced at Rs 115.,,Rs 115,,Unknown,Uncategorized
Thai Red Curry And Kimchi Meal Box,Thai Red Curry And Kimchi Meal Box is a  item priced at Rs 365.,,Rs 365,,Unknown,Uncategorized
"Thandai Tres Leches, Pistachio Cream","Thandai Tres Leches, Pistachio Cream is a  item priced at Rs 395.",,Rs 395,,Unknown,Uncategorized
Veg Hakka Noodles,Veg Hakka Noodles is a  item priced at Rs 215.,,Rs 215,,Vegetarian,Uncategorized
