Name,Description,Category,Price,Tags,Dietary_Info,Standard_Category
Chicken Mangolian Curry,Chicken Mangolian Curry is a delicious chicken dish priced at Rs 625.,,Rs 625,,Non-Vegetarian,Uncategorized
Chicken Messaman Curry,Chicken Messaman Curry is a delicious chicken dish priced at Rs 625.,,Rs 625,,Non-Vegetarian,Uncategorized
Chicken Rendang Bali Indonaise a Balines Rendang Curry Pot,Chicken Rendang Bali Indonaise a Balines Rendang Curry Pot is a delicious chicken dish priced at Rs 625.,,Rs 625,,Non-Vegetarian,Uncategorized
Chicken Seekh kebab,Chicken Seekh kebab is a delicious chicken dish priced at Rs 625.,,Rs 625,,Non-Vegetarian,Uncategorized
Chicken Sliced Sichuan Chilli Oil,Chicken Sliced Sichuan Chilli Oil is a delicious chicken dish priced at Rs 695.,,Rs 695,,Non-Vegetarian,Uncategorized
Chicken Smoked Gyoza Dimsums [5 Pieces],Chicken Smoked Gyoza Dimsums [5 Pieces] is a delicious chicken dish priced at Rs 625.,,Rs 625,,Non-Vegetarian,Uncategorized
Chicken Thai Basil Black Bean,Chicken Thai Basil Black Bean is a delicious chicken dish priced at Rs 595.,,Rs 595,,Non-Vegetarian,Uncategorized
Chicken The Classic Curry Pot,Chicken The Classic Curry Pot is a delicious chicken dish priced at Rs 625.,,Rs 625,,Non-Vegetarian,Uncategorized
Chicken Tikka,Chicken Tikka is a delicious chicken dish priced at Rs 625.,,Rs 625,,Non-Vegetarian,Uncategorized
Chicken and Scallion Wonton,Chicken and Scallion Wonton is a delicious chicken dish priced at Rs 525.,,Rs 525,,Non-Vegetarian,Uncategorized
Chilli Hoisin Lamb Bao,Chilli Hoisin Lamb Bao is a  item priced at Rs 625.,,Rs 625,,Non-Vegetarian,Uncategorized
Chilli Oil Chicken Dimsums [5 Pieces],Chilli Oil Chicken Dimsums [5 Pieces] is a delicious chicken dish priced at Rs 625.,,Rs 625,,Non-Vegetarian,Uncategorized
Classic Barcelona Shrimps,Classic Barcelona Shrimps is a  item priced at Rs 995.,,Rs 995,,Non-Vegetarian,Uncategorized
Classic Dynamic Prawns,Classic Dynamic Prawns is a  item priced at Rs 995.,,Rs 995,,Non-Vegetarian,Uncategorized
Classic Thai Sesame Lotus Stem,Classic Thai Sesame Lotus Stem is a  item priced at Rs 495.,,Rs 495,,Unknown,Uncategorized
Coconut Olivo Prawns,Coconut Olivo Prawns is a  item priced at Rs 995.,,Rs 995,,Non-Vegetarian,Uncategorized
Cream Cheese Edamame Dimsums [5 Pieces],Cream Cheese Edamame Dimsums [5 Pieces] is a  item priced at Rs 625.,,Rs 625,,Vegetarian,Uncategorized
Creamy Alfredo Fusilli Pasta,Creamy Alfredo Fusilli Pasta is a  item priced at Rs 525.,,Rs 525,,Unknown,Uncategorized
Creamy Tom Kha Soup,Creamy Tom Kha Soup is a  item priced at Rs 475.,,Rs 475,,Unknown,Uncategorized
Crystal Veg Dimsums [5 Pieces],Crystal Veg Dimsums [5 Pieces] is a  item priced at Rs 595.,,Rs 595,,Vegetarian,Uncategorized
Dal Makhani,Dal Makhani is a  item priced at Rs 695.,,Rs 695,,Vegetarian,Uncategorized
Dal Tadka,Dal Tadka is a  item priced at Rs 555.,,Rs 555,,Vegetarian,Uncategorized
Dhuaan Chicken Tikka Nest,Dhuaan Chicken Tikka Nest is a delicious chicken dish priced at Rs 695.,,Rs 695,,Non-Vegetarian,Uncategorized
Dhuaan Paneer Tikka Nest Tart,Dhuaan Paneer Tikka Nest Tart is a classic Indian vegetarian dish priced at Rs 475.,,Rs 475,,Vegetarian,Uncategorized
Diavola Spicy Salami Pizza [12 inches],Diavola Spicy Salami Pizza [12 inches] is a  item priced at Rs 865.,,Rs 865,,Unknown,Uncategorized
Double Malai Kofta,Double Malai Kofta is a  item priced at Rs 895.,,Rs 895,,Unknown,Uncategorized
Ebi Tempura Sushi [8 Pieces],Ebi Tempura Sushi [8 Pieces] is a  item priced at Rs 965.,,Rs 965,,Unknown,Uncategorized
Edamame Chicken Cesar Salad,Edamame Chicken Cesar Salad is a delicious chicken dish priced at Rs 595.,,Rs 595,,Non-Vegetarian,Uncategorized
Edamame Classic Cesar Salad,Edamame Classic Cesar Salad is a  item priced at Rs 495.,,Rs 495,,Unknown,Uncategorized
Edamame Salmon Cesar Salad,Edamame Salmon Cesar Salad is a  item priced at Rs 995.,,Rs 995,,Unknown,Uncategorized
French Fries,French Fries is a  item priced at Rs 395.,,Rs 395,,Unknown,Uncategorized
French Toast,French Toast is a  item priced at Rs 575.,,Rs 575,,Unknown,Uncategorized
Garlic Naan,Garlic Naan is a  item priced at Rs 135.,,Rs 135,,Unknown,Uncategorized
Ginger Bambo,Ginger Bambo is a  item priced at Rs 795.,,Rs 795,,Unknown,Uncategorized
Green salad,Green salad is a  item priced at Rs 225.,,Rs 225,,Unknown,Uncategorized
Grilled Forest Chicken,Grilled Forest Chicken is a delicious chicken dish priced at Rs 895.,,Rs 895,,Non-Vegetarian,Uncategorized
Grilled Scilion Chicken Breast,Grilled Scilion Chicken Breast is a delicious chicken dish priced at Rs 795.,,Rs 795,,Non-Vegetarian,Uncategorized
Grilled White Fish,Grilled White Fish is a  item priced at Rs 995.,,Rs 995,,Non-Vegetarian,Uncategorized
Hara Bhara Kebab,Hara Bhara Kebab is a  item priced at Rs 525.,,Rs 525,,Unknown,Uncategorized
Heirloom Tomatoes and Feta Bruschetta,Heirloom Tomatoes and Feta Bruschetta is a  item priced at Rs 495.,,Rs 495,,Unknown,Uncategorized
Hummus and Dips,Hummus and Dips is a  item priced at Rs 655.,,Rs 655,,Unknown,Uncategorized
Japanese Milk Bread,Japanese Milk Bread is a  item priced at Rs 575.,,Rs 575,,Unknown,Uncategorized
Katafi Dhai Kebab,Katafi Dhai Kebab is a  item priced at Rs 435.,,Rs 435,,Unknown,Uncategorized
Kerage Crispy Chicken,Kerage Crispy Chicken is a delicious chicken dish priced at Rs 555.,,Rs 555,,Non-Vegetarian,Uncategorized
Khamiri Roti,Khamiri Roti is a  item priced at Rs 110.,,Rs 110,,Unknown,Uncategorized
Korean Chicken Sushi [8 Pieces],Korean Chicken Sushi [8 Pieces] is a delicious chicken dish priced at Rs 995.,,Rs 995,,Non-Vegetarian,Uncategorized
Korean Gocho Chang Charred Chicken Bao,Korean Gocho Chang Charred Chicken Bao is a delicious chicken dish priced at Rs 565.,,Rs 565,,Non-Vegetarian,Uncategorized
Kosha Mangsho,Kosha Mangsho is a  item priced at Rs 645.,,Rs 645,,Unknown,Uncategorized
Laccha Paratha,Laccha Paratha is a  item priced at Rs 125.,,Rs 125,,Unknown,Uncategorized
Lamb Bolognese Pasta,Lamb Bolognese Pasta is a  item priced at Rs 625.,,Rs 625,,Non-Vegetarian,Uncategorized
Lamb Mangolian Curry,Lamb Mangolian Curry is a  item priced at Rs 595.,,Rs 595,,Non-Vegetarian,Uncategorized
Lamb Messaman Curry,Lamb Messaman Curry is a  item priced at Rs 595.,,Rs 595,,Non-Vegetarian,Uncategorized
Lamb Rendang Bali Indonaise a Balines Rendang Curry Pot,Lamb Rendang Bali Indonaise a Balines Rendang Curry Pot is a  item priced at Rs 595.,,Rs 595,,Non-Vegetarian,Uncategorized
Lamb The Classic Curry Pot,Lamb The Classic Curry Pot is a  item priced at Rs 595.,,Rs 595,,Non-Vegetarian,Uncategorized
Mabo Tofu,Mabo Tofu is a  item priced at Rs 795.,,Rs 795,,Vegetarian,Uncategorized
Mac N Cheese Pasta,Mac N Cheese Pasta is a  item priced at Rs 555.,,Rs 555,,Vegetarian,Uncategorized
Margherita Pizza [12 inches],Margherita Pizza [12 inches] is a  item priced at Rs 775.,,Rs 775,,Unknown,Uncategorized
Masala Papad,Masala Papad is a  item priced at Rs 225.,,Rs 225,,Unknown,Uncategorized
Mashed Potato,Mashed Potato is a  item priced at Rs 225.,,Rs 225,,Unknown,Uncategorized
Meat Special Pizza [12 inches],Meat Special Pizza [12 inches] is a  item priced at Rs 995.,,Rs 995,,Unknown,Uncategorized
Messaman Curry,Messaman Curry is a  item priced at Rs 595.,,Rs 595,,Unknown,Uncategorized
Minestrone Soup,Minestrone Soup is a  item priced at Rs 525.,,Rs 525,,Unknown,Uncategorized
Miss Italian Parma Di Latte Pizza [12 inches],Miss Italian Parma Di Latte Pizza [12 inches] is a  item priced at Rs 995.,,Rs 995,,Unknown,Uncategorized
Missi Roti,Missi Roti is a  item priced at Rs 115.,,Rs 115,,Unknown,Uncategorized
Mixed Green Thai Basil Black Bean,Mixed Green Thai Basil Black Bean is a  item priced at Rs 595.,,Rs 595,,Unknown,Uncategorized
Murgh Malai Tikka,Murgh Malai Tikka is a  item priced at Rs 675.,,Rs 675,,Unknown,Uncategorized
Mushroom Gyoza Dimsums [5 Pieces],Mushroom Gyoza Dimsums [5 Pieces] is a  item priced at Rs 525.,,Rs 525,,Vegetarian,Uncategorized
Mushroom Magic Kung Pao,Mushroom Magic Kung Pao is a  item priced at Rs 595.,,Rs 595,,Vegetarian,Uncategorized
Mushroom Rara,Mushroom Rara is a  item priced at Rs 645.,,Rs 645,,Vegetarian,Uncategorized
Mushroom Risotto Pasta,Mushroom Risotto Pasta is a  item priced at Rs 675.,,Rs 675,,Vegetarian,Uncategorized
Mutton Keema Pav,Mutton Keema Pav is a  item priced at Rs 655.,,Rs 655,,Non-Vegetarian,Uncategorized
Non Veg Hot Sour Soup,Non Veg Hot Sour Soup is a  item priced at Rs 555.,,Rs 555,,Vegetarian,Uncategorized
Non Veg Minestrone Soup,Non Veg Minestrone Soup is a  item priced at Rs 525.,,Rs 525,,Vegetarian,Uncategorized
Non Veg Sichuan Style Manchow Soup,Non Veg Sichuan Style Manchow Soup is a  item priced at Rs 55.,,Rs 55,,Vegetarian,Uncategorized
Nyc Cream Cheese Dumpling [5 Pieces],Nyc Cream Cheese Dumpling [5 Pieces] is a  item priced at Rs 625.,,Rs 625,,Vegetarian,Uncategorized
Ombre Stuffed Kulcha,Ombre Stuffed Kulcha is a  item priced at Rs 135.,,Rs 135,,Unknown,Uncategorized
Paneer Tikka Masala,Paneer Tikka Masala is a classic Indian vegetarian dish priced at Rs 725.,,Rs 725,,Vegetarian,Uncategorized
Paneer Tikka Moogewala,Paneer Tikka Moogewala is a classic Indian vegetarian dish priced at Rs 565.,,Rs 565,,Vegetarian,Uncategorized
Parmeasan and Herbal Peshwari Chicken,Parmeasan and Herbal Peshwari Chicken is a delicious chicken dish priced at Rs 565.,,Rs 565,,Non-Vegetarian,Uncategorized
Pepper Prawns,Pepper Prawns is a  item priced at Rs 995.,,Rs 995,,Non-Vegetarian,Uncategorized
Pesto Chicken Penne Pasta,Pesto Chicken Penne Pasta is a delicious chicken dish priced at Rs 625.,,Rs 625,,Non-Vegetarian,Uncategorized
Pomodoro Gourmet Farfalle Pasta,Pomodoro Gourmet Farfalle Pasta is a  item priced at Rs 595.,,Rs 595,,Unknown,Uncategorized
Pork Ginger Bambo,Pork Ginger Bambo is a  item priced at Rs 895.,,Rs 895,,Non-Vegetarian,Uncategorized
Pork Mangolian Curry,Pork Mangolian Curry is a  item priced at Rs 595.,,Rs 595,,Non-Vegetarian,Uncategorized
Pork Messaman Curry,Pork Messaman Curry is a  item priced at Rs 595.,,Rs 595,,Non-Vegetarian,Uncategorized
Pork Rendang Bali Indonaise a Balines Rendang Curry Pot,Pork Rendang Bali Indonaise a Balines Rendang Curry Pot is a  item priced at Rs 595.,,Rs 595,,Non-Vegetarian,Uncategorized
Pork Sliced Sichuan Chilli Oil,Pork Sliced Sichuan Chilli Oil is a  item priced at Rs 695.,,Rs 695,,Non-Vegetarian,Uncategorized
Pork The Classic Curry Pot,Pork The Classic Curry Pot is a  item priced at Rs 595.,,Rs 595,,Non-Vegetarian,Uncategorized
Prawnd Hargao and Truffle Dimsums [5 Pieces],Prawnd Hargao and Truffle Dimsums [5 Pieces] is a  item priced at Rs 675.,,Rs 675,,Non-Vegetarian,Uncategorized
Prawns Mangolian Curry,Prawns Mangolian Curry is a  item priced at Rs 995.,,Rs 995,,Non-Vegetarian,Uncategorized
Prawns Messaman Curry,Prawns Messaman Curry is a  item priced at Rs 995.,,Rs 995,,Non-Vegetarian,Uncategorized
